,Date,Open,High,Low,Close,Adj Close,Volume,MA20,MA50,MA100,Previous close,Price Change,% Price Change,Previous volume,Volume Change,% Volume Change
0,1997-05-15,2.4375,2.5,1.9270833730697632,1.9583333730697632,1.9583333730697632,72156000,,,,,,,,,
1,1997-05-16,1.96875,1.9791666269302368,1.7083333730697632,1.7291666269302368,1.7291666269302368,14700000,,,,1.9583333730697632,-0.22916674613952637,-11.702131480315769,72156000.0,-57456000.0,-79.62747380675204
2,1997-05-19,1.7604166269302368,1.7708333730697632,1.625,1.7083333730697632,1.7083333730697632,6106800,,,,1.7291666269302368,-0.020833253860473633,-1.2048147087744043,14700000.0,-8593200.0,-58.457142857142856
3,1997-05-20,1.7291666269302368,1.75,1.6354166269302368,1.6354166269302368,1.6354166269302368,5467200,,,,1.7083333730697632,-0.07291674613952637,-4.26829723571458,6106800.0,-639600.0,-10.473570446060132
4,1997-05-21,1.6354166269302368,1.6458333730697632,1.375,1.4270833730697632,1.4270833730697632,18853200,,,,1.6354166269302368,-0.20833325386047363,-12.738848953219106,5467200.0,13386000.0,244.84196663740124
5,1997-05-22,1.4375,1.4479166269302368,1.3125,1.3958333730697632,1.3958333730697632,11776800,,,,1.4270833730697632,-0.03125,-2.1897809609244367,18853200.0,-7076400.0,-37.53421169880975
6,1997-05-23,1.40625,1.5208333730697632,1.3333333730697632,1.5,1.5,15937200,,,,1.3958333730697632,0.10416662693023682,7.462683507928314,11776800.0,4160400.0,35.32708375789688
7,1997-05-27,1.5104166269302368,1.6458333730697632,1.4583333730697632,1.5833333730697632,1.5833333730697632,8697600,,,,1.5,0.08333337306976318,5.555558204650879,15937200.0,-7239600.0,-45.42579625028236
8,1997-05-28,1.625,1.6354166269302368,1.53125,1.53125,1.53125,4574400,,,,1.5833333730697632,-0.052083373069763184,-3.289476111324807,8697600.0,-4123200.0,-47.40618101545254
9,1997-05-29,1.5416666269302368,1.5416666269302368,1.4791666269302368,1.5052083730697632,1.5052083730697632,3472800,,,,1.53125,-0.026041626930236816,-1.7006776770766896,4574400.0,-1101600.0,-24.081846799580276
10,1997-05-30,1.5,1.5104166269302368,1.4791666269302368,1.5,1.5,2594400,,,,1.5052083730697632,-0.005208373069763184,-0.34602339203980703,3472800.0,-878400.0,-25.293711126468555
11,1997-06-02,1.5104166269302368,1.53125,1.5,1.5104166269302368,1.5104166269302368,591600,,,,1.5,0.010416626930236816,0.6944417953491211,2594400.0,-2002800.0,-77.19703977798335
